popularity,budget,revenue,original_title,director,runtime,genres,release_year,budget_adj,revenue_adj,century,profit
0.089401,425000,10604986,The House on Sorority Row,Mark Rosman,91,Horror,1983,930457.5990472108,23217623.0858571,20th,10179986
0.085136,0,0,Metalstorm: The Destruction of Jared-Syn,Charles Band,84,Fantasy,1983,0.0,0.0,20th,0
0.095316,0,10676194,Hercules,Luigi Cozzi,98,Action,1983,0.0,23373519.6145935,20th,10676194
0.072379,0,27900000,Uncommon Valor,Ted Kotcheff,105,Action,1983,0.0,61081804.73745219,20th,27900000
0.029945,0,0,Eddie Murphy: Delirious,Bruce Gowers,69,Comedy,1983,0.0,0.0,20th,0
0.015727,15000000,16500000,Spacehunter: Adventures in the Forbidden Zone,Lamont Johnson,90,Adventure,1983,32839679.966372106,36123647.9630093,20th,1500000
4.76535899999999,33000000,327311859,Se7en,David Fincher,127,Crime,1995,47221906.6145298,468372425.440186,20th,294311859
4.2824620000000015,30000000,361958736,Toy Story,John Lasseter,81,Animation,1995,42929006.013208896,517950958.475917,20th,331958736
3.440238,6000000,23341568,The Usual Suspects,Bryan Singer,106,Drama,1995,8585801.20264179,33401010.4343242,20th,17341568
2.533323,72000000,210000000,Braveheart,Mel Gibson,177,Action,1995,103029614.431701,300503042.092462,20th,138000000
2.440099,58000000,352194034,GoldenEye,Martin Campbell,130,Adventure,1995,82996078.29220401,503977993.446744,20th,294194034
2.245837,65000000,262797249,Jumanji,Joe Johnston,104,Adventure,1995,93012846.36195268,376054156.085859,20th,197797249
2.230236,90000000,366101666,Die Hard: With a Vengeance,John McTiernan,128,Action,1995,128787018.039626,523879354.03866,20th,276101666
2.216699,35000000,113000000,Species,Roger Donaldson,108,Science Fiction,1995,50083840.3487438,161699255.983087,20th,78000000
2.206907,29500000,168840000,Twelve Monkeys,Terry Gilliam,129,Science Fiction,1995,42213522.57965539,241604445.84234,20th,139340000
2.191608,52000000,355237933,Apollo 13,Ron Howard,140,Drama,1995,74410277.08956221,508333712.062564,20th,303237933
1.964673,19000000,141407024,Bad Boys,Michael Bay,118,Adventure,1995,27188370.4750323,202348766.120199,20th,122407024
1.913274,55000000,346079773,Pocahontas,Mike Gabriel|Eric Goldberg,81,Adventure,1995,78703177.6908831,495228688.538899,20th,291079773
1.847583,60000000,187436818,Heat,Michael Mann,171,Action,1995,85858012.02641791,268215876.233958,20th,127436818
1.706784,2500000,5535405,Before Sunrise,Richard Linklater,105,Drama,1995,3577417.16776741,7920981.15101823,20th,3035405
1.649077,90000000,113493481,Judge Dredd,Danny Cannon,96,Science Fiction,1995,128787018.039626,162405410.94363302,20th,23493481
1.59374,100000000,336529144,Batman Forever,Joel Schumacher,121,Science Fiction,1995,143096686.71069598,481562054.879869,20th,236529144
1.552666,52000000,116112375,Casino,Martin Scorsese,178,Drama,1995,74410277.08956221,166152961.486099,20th,64112375
1.441055,12000000,0,Clueless,Amy Heckerling,97,Drama,1995,17171602.4052835,0.0,20th,-12000000
1.357131,30000000,254134910,Babe,Chris Noonan,89,Fantasy,1995,42929006.013208896,363658635.98521,20th,224134910
1.27600499999999,50000000,287928194,Casper,Brad Silberling,100,Fantasy,1995,71548343.3553482,412015705.719946,20th,237928194
1.255616,0,0,It Takes Two,Andy Tennant,101,Comedy,1995,0.0,0.0,20th,0
1.23489,4000000,4300000,Four Rooms,Allison Anders|Alexandre Rockwell|Robert Rodriguez|Quentin Tarantino,98,Comedy,1995,5723867.46842786,6153157.52855995,20th,300000
1.232098,175000000,264218220,Waterworld,Kevin Reynolds,135,Adventure,1995,250419201.7437189,378087518.505979,20th,89218220
1.210502,0,35348597,A Goofy Movie,Kevin Lima|Paul Brizzi,78,Romance,1995,0.0,50582671.1057166,20th,35348597
1.173211,30000000,212385533,Ace Ventura: When Nature Calls,Steve Oedekerk,90,Comedy,1995,42929006.013208896,303916660.775853,20th,182385533
1.173191,24000000,182016617,The Bridges of Madison County,Clint Eastwood,135,Drama,1995,34343204.8105671,260459748.189898,20th,158016617
1.162695,3600000,49800000,Leaving Las Vegas,Mike Figgis,112,Drama,1995,5151480.72158507,71262149.9819269,20th,46200000
1.13661,22000000,1106279658,The Net,Irwin Winkler,114,Crime,1995,31481271.0763532,1583049536.3524199,20th,1084279658
1.115152,0,0,A Close Shave,Nick Park,30,Family,1995,0.0,0.0,20th,0
1.085209,26000000,19075720,Johnny Mnemonic,Robert Longo,97,Adventure,1995,37205138.544781104,27296723.2862096,20th,-6924280
1.077787,7000000,25405445,Desperado,Robert Rodriguez,104,Thriller,1995,10016768.0697487,36354350.03910829,20th,18405445
1.068338,17000000,182057016,While You Were Sleeping,Jon Turteltaub,103,Comedy,1995,24326436.7408184,260517557.820362,20th,165057016
1.041497,0,189859560,Outbreak,Wolfgang Petersen,127,Action,1995,0.0,271682739.763507,20th,189859560
1.016022,20000000,21284514,To Die For,Gus Van Sant,106,Fantasy,1995,28619337.3421393,30457434.3164743,20th,1284514
0.986266,60000000,104324083,Under Siege 2: Dark Territory,Geoff Murphy,100,Action,1995,85858012.02641791,149284306.214317,20th,44324083
0.981049,98000000,18517322,Cutthroat Island,Renny Harlin,119,Action,1995,140234752.976482,26497674.2495508,20th,-79482678
0.958991,18000000,122195920,Mortal Kombat,Paul W.S. Anderson,101,Action,1995,25757403.607925303,174858312.815653,20th,104195920
0.947883,16500000,135000000,Sense and Sensibility,Ang Lee,136,Drama,1995,23610953.30726489,193180527.05944,20th,118500000
0.938457,10000000,26488734,Billy Madison,Tamra Davis,89,Comedy,1995,14309668.671069598,37904500.7056097,20th,16488734
0.932073,15000000,66000000,Mighty Morphin Power Rangers: The Movie,Bryan Spicer,92,Action,1995,21464503.0066044,94443813.22905973,20th,51000000
0.90178,30250000,115101622,Get Shorty,Barry Sonnenfeld,105,Comedy,1995,43286747.72998571,164706607.43227,20th,84851622
0.888985,50000000,30303072,Assassins,Richard Donner,132,Action,1995,71548343.3553482,43362692.0035568,20th,-19696928
0.8759950000000001,32000000,18552460,The Quick and the Dead,Sam Raimi,107,Action,1995,45790939.7474229,26547955.5633272,20th,-13447540
0.829551,0,0,French Kiss,Lawrence Kasdan,111,Comedy,1995,0.0,0.0,20th,0
0.826263,0,0,The Land Before Time III: The Time of the Great Giving,Roy Allen Smith,71,Animation,1995,0.0,0.0,20th,0
0.823148,0,0,Dracula: Dead and Loving It,Mel Brooks,88,Comedy,1995,0.0,0.0,20th,0
0.808542,0,0,Copycat,Jon Amiel,124,Drama,1995,0.0,0.0,20th,0
0.8075899999999989,25000000,6600000,Tank Girl,Rachel Talalay,98,Action,1995,35774171.6776741,9444381.32290597,20th,-18400000
0.805549,3500000,28215918,Friday,F. Gary Gray,91,Comedy,1995,5008384.03487438,40376043.783007,20th,24715918
0.804711,11000000,39363635,Dead Man Walking,Tim Robbins,122,Drama,1995,15740635.5381766,56328057.4538921,20th,28363635
0.7886989999999989,53000000,157387195,Crimson Tide,Tony Scott,116,Action,1995,75841243.9566692,225215861.351903,20th,104387195
0.77385,45000000,20350754,Showgirls,Paul Verhoeven,128,Drama,1995,64393509.0198134,29121254.6946445,20th,-24649246
0.773291,15000000,6700000,Mighty Aphrodite,Woody Allen,95,Comedy,1995,21464503.0066044,9587478.00961667,20th,-8300000
0.764355,9000000,0,Dead Man,Jim Jarmusch,121,Drama,1995,12878701.8039626,0.0,20th,-9000000
0.760076,20000000,50012507,A Walk in the Clouds,Alfonso ArÃ¡u,103,Drama,1995,28619337.3421393,71566240.4579552,20th,30012507
0.758379,0,76578911,Father of the Bride Part II,Charles Shyer,106,Comedy,1995,0.0,109581884.360133,20th,76578911
0.7434850000000001,0,0,Balto,Simon Wells,78,Family,1995,0.0,0.0,20th,0
0.726743,30000000,24048000,Virtuosity,Brett Leonard,106,Action,1995,42929006.013208896,34411891.2201883,20th,-5952000
0.705828,8,16,The Prophecy,Gregory Widen,98,Fantasy,1995,11.4477349368557,22.8954698737114,20th,8
0.694185,0,0,The Basketball Diaries,Scott Kalvert,102,Drama,1995,0.0,0.0,20th,0
0.684804,0,0,Dolores Claiborne,Taylor Hackford,132,Mystery,1995,0.0,0.0,20th,0
0.673425,60000000,35431113,Money Train,Joseph Ruben,103,Action,1995,85858012.02641791,50700748.76772279,20th,-24568887
0.67066,0,0,Powder,Victor Salva,111,Drama,1995,0.0,0.0,20th,0
0.640868999999999,28000000,31596911,Rob Roy,Michael Caton-Jones,139,Adventure,1995,40067072.278995,45214132.7439276,20th,3596911
0.634081999999999,0,47774193,"To Wong Foo, Thanks for Everything! Julie Newmar",Beeban Kidron,105,Comedy,1995,0.0,68363287.2857735,20th,47774193
0.623009,20000000,7563728,Hackers,Iain Softley,107,Action,1995,28619337.3421393,10823444.1598092,20th,-12436272
0.6050810000000001,0,0,Grumpier Old Men,Howard Deutch,101,Romance,1995,0.0,0.0,20th,0
0.6043310000000001,44000000,13681765,Nixon,Oliver Stone,192,History,1995,62962542.1527065,19578152.398543697,20th,-30318235
0.60312,0,0,Major Payne,Nick Castle,95,Comedy,1995,0.0,0.0,20th,0
0.602056,55000000,127600435,First Knight,Jerry Zucker,134,Action,1995,78703177.6908831,182591994.713436,20th,72600435
0.592518999999999,21000000,23450000,Boys on the Side,Herbert Ross,115,Comedy,1995,30050304.2092462,33556173.0336583,20th,2450000
0.578548,5000000,15116634,Halloween: The Curse of Michael Myers,Joe Chappelle,88,Horror,1995,7154834.33553483,21631402.3961826,20th,10116634
0.5771430000000001,50000000,11534477,Fair Game,Andrew Sipes,91,Action,1995,71548343.3553482,16505454.4164073,20th,-38465523
0.572794999999999,0,0,The Langoliers,Tom Holland,180,Drama,1995,0.0,0.0,20th,0
0.570524,10000000,0,Dead Presidents,Albert Hughes|Allen Hughes,119,Action,1995,14309668.671069598,0.0,20th,-10000000
0.552091,6000000,2,Mallrats,Kevin Smith,94,Romance,1995,8585801.20264179,2.86193373421393,20th,-5999998
0.55207,0,0,I.D.,Philip Davis,107,Crime,1995,0.0,0.0,20th,0
0.5516310000000001,62000000,107879496,The American President,Rob Reiner,106,Comedy,1995,88719945.7606318,154371984.416198,20th,45879496
0.54766,17000000,0,A Little Princess,Alfonso CuarÃ³n,97,Drama,1995,24326436.7408184,0.0,20th,-17000000
0.538475,11000000,178104,Canadian Bacon,Michael Moore,91,Action,1995,15740635.5381766,254860.92289921892,20th,-10821896
0.537898,58000000,0,Sabrina,Sydney Pollack,127,Comedy,1995,82996078.29220401,0.0,20th,-58000000
0.5264850000000001,42000000,7959291,Strange Days,Kathryn Bigelow,145,Crime,1995,60100608.4184925,11389481.7066626,20th,-34040709
0.525474,500000,1148752,Living in Oblivion,Tom DiCillo,89,Drama,1995,715483.433553482,1643826.05052286,20th,648752
0.514668,0,0,Just Cause,Arne Glimcher,102,Action,1995,0.0,0.0,20th,0
0.513548,0,0,Fluke,Carlo Carlei,96,Fantasy,1995,0.0,0.0,20th,0
0.508901,8169363,8175346,Nick of Time,John Badham,90,Crime,1995,11690087.7783695,11698649.2531354,20th,5983
0.502955,0,69660733,Nine Months,Chris Columbus,103,Comedy,1995,0.0,99682200.8613848,20th,69660733
0.489975,7000000,8349430,Smoke,Wayne Wang|Paul Auster,112,Comedy,1995,10016768.0697487,11947757.6892289,20th,1349430
0.485393,0,32648673,Tommy Boy,Peter Segal,97,Comedy,1995,0.0,46719169.3180097,20th,32648673
0.475193,0,0,Othello,Oliver Parker,123,Drama,1995,0.0,0.0,20th,0
0.473114,0,339889,Total Eclipse,Agnieszka Holland,111,Drama,1995,0.0,486369.897494119,20th,339889
0.469383,0,0,Bushwhacked,Greg Beeman,90,Adventure,1995,0.0,0.0,20th,0
0.464259,0,17689177,Heavyweights,Steven Brill,100,Comedy,1995,0.0,25312626.1933905,20th,17689177
0.460215,20000000,5781885,Screamers,Christian Duguay,108,Horror,1995,28619337.3421393,8273685.86442275,20th,-14218115
0.457914,0,0,Senior Trip,Kelly Makin,91,Comedy,1995,0.0,0.0,20th,0
0.452048,0,50892160,Something to Talk About,Lasse HallstrÃ¶m,106,Comedy,1995,0.0,72824994.75550641,20th,50892160
0.4502930000000001,0,0,The Brady Bunch Movie,Betty Thomas,84,Comedy,1995,0.0,0.0,20th,0
0.446622,1500000,7412216,Kids,Larry Clark,91,Drama,1995,2146450.30066044,10606635.5078401,20th,5912216
0.4437180000000001,17000000,7603766,Losing Isaiah,Stephen Gyllenhaal,106,Drama,1995,24326436.7408184,10880737.2112344,20th,-9396234
0.4280229999999989,0,0,Free Willy 2 - The Adventure Home,Dwight H. Little,95,Adventure,1995,0.0,0.0,20th,0
0.421018,0,0,A Kid in King Arthur's Court,Michael Gottlieb,89,Adventure,1995,0.0,0.0,20th,0
0.41474,0,0,Empire Records,Allan Moyle,90,Comedy,1995,0.0,0.0,20th,0
0.414233,0,0,The Englishman Who Went Up a Hill But Came Down a Mountain,Christopher Monger,99,Drama,1995,0.0,0.0,20th,0
0.407454,50000000,9851610,Jade,William Friedkin,95,Action,1995,71548343.3553482,14097327.4976596,20th,-40148390
0.405307,0,17381942,Murder in the First,Marc Rocco,122,Crime,1995,0.0,24872983.0879749,20th,17381942
0.403149,6100000,0,Crying Freeman,Christophe Gans,102,Action,1995,8728897.88935249,0.0,20th,-6100000
0.39972,0,0,Pride and Prejudice,Simon Langton,300,Romance,1995,0.0,0.0,20th,0
0.398334,0,0,The Cure,Peter Horton,97,Drama,1995,0.0,0.0,20th,0
0.397516,0,0,Tales from the Crypt: Demon Knight,Ernest R. Dickerson,92,Horror,1995,0.0,0.0,20th,0
0.392875,0,0,Richard III,Richard Loncraine,104,Drama,1995,0.0,0.0,20th,0
0.3856,0,0,Village of the Damned,John Carpenter,99,Thriller,1995,0.0,0.0,20th,0
0.378093,14000000,19800000,Vampire in Brooklyn,Wes Craven,100,Comedy,1995,20033536.1394975,28333143.96871789,20th,5800000
0.376857,35000000,64350171,Sudden Death,Peter Hyams,106,Action,1995,50083840.3487438,92082962.5936675,20th,29350171
0.365369,0,0,Castle Freak,Stuart Gordon,95,Thriller,1995,0.0,0.0,20th,0
0.360204,8000000,529766,Things to Do in Denver When You're Dead,Gary Fleder,116,Drama,1995,11447734.9368557,758077.593319788,20th,-7470234
0.358694,0,0,Lord of Illusions,Clive Barker,119,Mystery,1995,0.0,0.0,20th,0
0.355338,0,13940383,Candyman: Farewell to the Flesh,Bill Condon,93,Horror,1995,0.0,19948226.1877812,20th,13940383
0.352237,40000000,0,Kiss of Death,Barbet Schroeder,101,Action,1995,57238674.6842786,0.0,20th,-40000000
0.34562,0,0,Circle of Friends,Pat O'Connor,103,Drama,1995,0.0,0.0,20th,0
0.343325,0,15453274,Mad Love,Antonia Bird,95,Drama,1995,0.0,22113123.0823255,20th,15453274
0.33010500000000004,0,0,Children of the Corn III: Urban Harvest,James D.R. Hickox,92,Thriller,1995,0.0,0.0,20th,0
0.327558,50000000,152000000,Congo,Frank Marshall,109,Action,1995,71548343.3553482,217506963.800258,20th,102000000
0.32600300000000004,0,0,The Mangler,Tobe Hooper,106,Drama,1995,0.0,0.0,20th,0
0.261562,0,0,Safe,Todd Haynes,119,Drama,1995,0.0,0.0,20th,0
0.324339,7500000,0,Les Trois FrÃ¨res,Bernard Campan|Didier Bourdon,105,Comedy,1995,10732251.503302198,0.0,20th,-7500000
0.323966,0,0,Welcome to the Dollhouse,Todd Solondz,88,Comedy,1995,0.0,0.0,20th,0
0.264432,0,17519169,Home for the Holidays,Jodie Foster,103,Comedy,1995,0.0,25069350.3782474,20th,17519169
0.31960500000000003,0,0,The Tuskegee Airmen,Robert Markowitz,106,TV Movie,1995,0.0,0.0,20th,0
0.314238,0,0,The Babysitter,Guy Ferland,90,Drama,1995,0.0,0.0,20th,0
0.3136469999999989,0,718490,Kicking and Screaming,Noah Baumbach,96,Comedy,1995,0.0,1028135.38434768,20th,718490
0.310112,0,0,The Big Green,Holly Goldberg Sloan,100,Action,1995,0.0,0.0,20th,0
0.307976,50000000,10382407,The Scarlet Letter,Roland JoffÃ©,135,Drama,1995,71548343.3553482,14856880.4178194,20th,-39617593
0.298783,27000000,16140822,Devil in a Blue Dress,Carl Franklin,102,Drama,1995,38636105.411888,23096981.489871103,20th,-10859178
0.287963,500000,0,Embrace of the Vampire,Anne Goursaud,92,Horror,1995,715483.433553482,0.0,20th,-500000
0.287343,0,0,Operation Dumbo Drop,Simon Wincer,107,Action,1995,0.0,0.0,20th,0
0.286585,0,0,The Crossing Guard,Sean Penn,111,Drama,1995,0.0,0.0,20th,0
0.284183,0,0,Tom and Huck,Peter Hewitt,97,Action,1995,0.0,0.0,20th,0
0.283428,0,442965,The Last Supper,Stacy Title,92,Comedy,1995,0.0,633868.238288037,20th,442965
0.28157600000000005,0,0,3 Ninjas Knuckle Up,Shin Sang-ok,85,Adventure,1995,0.0,0.0,20th,0
0.279794,0,0,The Addiction,Abel Ferrara,82,Drama,1995,0.0,0.0,20th,0
0.275609,12000000,27400000,Now and Then,Lesli Linka Glatter,100,Comedy,1995,17171602.4052835,39208492.1587308,20th,15400000
0.275559,0,0,Citizen X,Chris Gerolmo,105,History,1995,0.0,0.0,20th,0
0.269228,0,17014653,Jury Duty,John Fortenberry,88,Action,1995,0.0,24347404.698322106,20th,17014653
0.8477819999999989,0,0,Problem Child 3,Greg Beeman,87,Comedy,1995,0.0,0.0,20th,0
0.421679,0,106269971,Mr. Holland's Opus,Stephen Herek,137,Drama,1995,0.0,152068807.469418,20th,106269971
0.25404,19000000,0,Restoration,Michael Hoffman,117,Drama,1995,27188370.4750323,0.0,20th,-19000000
0.252852,0,0,Far from Home: The Adventures of Yellow Dog,Phillip Borsos,87,Action,1995,0.0,0.0,20th,0
0.252843,0,0,The Amazing Panda Adventure,Christopher Cain,81,Action,1995,0.0,0.0,20th,0
0.246552,45000000,0,The Indian in the Cupboard,Frank Oz,96,Adventure,1995,64393509.0198134,0.0,20th,-45000000
0.235135,0,180000000,Dangerous Minds,John N. Smith,99,Drama,1995,0.0,257574036.079253,20th,180000000
0.229751,0,0,Persuasion,Roger Michell,104,Drama,1995,0.0,0.0,20th,0
0.079703,0,0,Land and Freedom,Ken Loach,109,Drama,1995,0.0,0.0,20th,0
0.205712,0,0,Haunted,Lewis Gilbert,108,Foreign,1995,0.0,0.0,20th,0
0.200906,16000000,81452156,Waiting to Exhale,Forest Whitaker,127,Comedy,1995,22895469.8737114,116555336.490427,20th,65452156
0.194889,0,0,A Personal Journey with Martin Scorsese Through American Movies,Martin Scorsese|Michael Henry Wilson,225,Documentary,1995,0.0,0.0,20th,0
0.194078,35000000,15000000,Le Hussard sur le toit,Jean-Paul Rappeneau,135,War,1995,50083840.3487438,21464503.0066044,20th,-20000000
0.193125,0,0,Bye Bye Love,Sam Weisman,106,Comedy,1995,0.0,0.0,20th,0
0.189446,10000000,23574130,How To Make An American Quilt,Jocelyn Moorhouse,116,Drama,1995,14309668.671069598,33733798.9508723,20th,13574130
0.18332,28000000,3983912,The Pebble and the Penguin,Don Bluth|Gary Goldman,74,Animation,1995,40067072.278995,5700846.07346984,20th,-24016088
0.183034,6400000,6,Never Talk to Strangers,Peter Hall,86,Thriller,1995,9158187.94948458,8.58580120264179,20th,-6399994
0.162423,0,38290723,Higher Learning,John Singleton,127,Romance,1995,0.0,54792755.9305706,20th,38290723
0.144385,0,0,Leprechaun 3,Brian Trenchard-Smith,90,Comedy,1995,0.0,0.0,20th,0
0.141747,25000000,13071518,Clockers,Spike Lee,128,Mystery,1995,35774171.6776741,18704909.1607923,20th,-11928482
0.141372,0,0,Darkman II: The Return of Durant,Bradford May,93,Action,1995,0.0,0.0,20th,0
0.137344,0,0,ç»™çˆ¸çˆ¸çš„ä¿¡,Corey Yuen Kwai,104,Action,1995,0.0,0.0,20th,0
0.132101,0,0,Last of the Dogmen,Tab Murphy,118,Adventure,1995,0.0,0.0,20th,0
0.118215,8000000,0,White Man's Burden,Desmond Nakano,89,Drama,1995,11447734.9368557,0.0,20th,-8000000
0.105894,6,11,Tales from the Hood,Rusty Cundieff,98,Horror,1995,8.58580120264179,15.740635538176598,20th,5
0.114996,0,0,Forget Paris,Billy Crystal,101,Comedy,1995,0.0,0.0,20th,0
0.052554,0,0,The Doom Generation,Gregg Araki,80,Action,1995,0.0,0.0,20th,0
0.0820679999999999,0,0,Man of the House,James Orr,96,Action,1995,0.0,0.0,20th,0
0.06467200000000001,13365000,0,Le Bonheur est dans le prÃ©,Ã‰tienne Chatiliez,106,Comedy,1995,19124872.1788846,0.0,20th,-13365000
0.013131,0,0,Forgotten Silver,Costa Botes|Peter Jackson,53,Comedy,1995,0.0,0.0,20th,0
0.018196,6000000,5093707,Top Dog,Aaron Norris,86,Action,1995,8585801.20264179,7288925.94775082,20th,-906293
4.586426,1200000,14661007,Reservoir Dogs,Quentin Tarantino,99,Crime,1992,1864829.10550674,22783560.4746984,20th,13461007
3.966538,28000000,504050219,Aladdin,Ron Clements|John Musker,90,Animation,1992,43512679.1284907,783306265.856875,20th,476050219
3.822939,18000000,358991681,Home Alone 2: Lost In New York,Chris Columbus,120,Comedy,1992,27972436.5826012,557881779.469661,20th,340991681
2.248239,80000000,280000000,Batman Returns,Tim Burton,126,Action,1992,124321940.367116,435126791.284907,20th,200000000
1.919148,50000000,159773545,AlienÂ³,David Fincher,114,Science Fiction,1992,77701212.7294478,248291964.17166,20th,109773545
1.574949,35000000,321731527,Lethal Weapon 3,Richard Donner,118,Adventure,1992,54390848.9106134,499978596.423941,20th,286731527
1.4326530000000002,40000000,215862692,Dracula,Francis Ford Coppola,128,Romance,1992,62160970.1835582,335455859.028865,20th,175862692
1.375348,11000000,0,Army of Darkness,Sam Raimi,81,Fantasy,1992,17094266.8004785,0.0,20th,-11000000
1.283709,35000000,156563139,Under Siege,Andrew Davis,103,Action,1992,54390848.9106134,243302915.380582,20th,121563139
1.221476,0,0,Death Becomes Her,Robert Zemeckis,104,Fantasy,1992,0.0,0.0,20th,0
1.199355,40000000,243240178,A Few Good Men,Rob Reiner,138,Drama,1992,62160970.1835582,378001136.302535,20th,203240178
1.16983,20000000,121697323,Wayne's World,Penelope Spheeris,94,Comedy,1992,31080485.0917791,189120591.660546,20th,101697323
1.100749,0,147214049,Beethoven,Brian Levant,87,Comedy,1992,0.0,228774202.76224703,20th,147214049
1.070577,49000000,352927224,Basic Instinct,Paul Verhoeven,127,Thriller,1992,76147188.4748588,548457466.200749,20th,303927224
1.014049,23000000,0,Universal Soldier,Roland Emmerich,102,Thriller,1992,35742557.8555459,0.0,20th,-23000000
0.980566,12500000,10725228,Glengarry Glen Ross,James Foley,100,Crime,1992,19425303.182361893,16667264.4479966,20th,-1774772
0.964004,40000000,58662452,Honey I Blew Up the Kid,Randal Kleiser,89,Adventure,1992,62160970.1835582,91162873.2416604,20th,18662452
0.883759,0,105232691,Sneakers,Phil Alden Robinson,126,Adventure,1992,0.0,163534154.18966398,20th,105232691
0.851712,1000000,2019469,Bad Lieutenant,Abel Ferrara,96,Crime,1992,1554024.25458895,3138303.8073905,20th,1019469
0.841579999999999,14000000,159157447,Unforgiven,Clint Eastwood,131,Western,1992,21756339.5642453,247334532.936456,20th,145157447
0.834109,31000000,231605150,Sister Act,Emile Ardolino,100,Music,1992,48174751.8922576,359920020.587713,20th,200605150
0.808779,0,90753806,White Men Can't Jump,Ron Shelton,115,Comedy,1992,0.0,141033615.72026002,20th,90753806
0.782091,47000000,7191399,1492: Conquest of Paradise,Ridley Scott,154,Action,1992,73039139.96568091,11175608.4704267,20th,-39808601
0.776089,8000000,17092453,Pet Sematary II,Mary Lambert,100,Horror,1992,12432194.0367116,26562086.53242169,20th,9092453
0.775666,31000000,134095253,Scent of a Woman,Martin Brest,157,Drama,1992,48174751.8922576,208387275.587242,20th,103095253
0.767389,15000000,44065653,Passenger 57,Kevin Hooks,84,Action,1992,23310363.8188343,68479093.5563006,20th,29065653
0.766646,3000000,242623,Braindead,Peter Jackson,104,Horror,1992,4662072.76376686,377042.026721136,20th,-2757377
0.751681,8000000,6739141,Fortress,Stuart Gordon,95,Action,1992,12432194.0367116,10472788.5690948,20th,-1260859
0.745897,0,43440294,A River Runs Through It,Robert Redford,123,Drama,1992,0.0,67507270.5024751,20th,43440294
0.740663,25000000,411006740,The Bodyguard,Mick Jackson,129,Thriller,1992,38850606.3647239,638714442.759536,20th,386006740
0.716557,0,0,Romper Stomper,Geoffrey Wright,94,Action,1992,0.0,0.0,20th,0
0.7021149999999989,0,0,Poison Ivy,Katt Shea,93,Thriller,1992,0.0,0.0,20th,0
0.700187,0,0,Peter's Friends,Kenneth Branagh,101,Comedy,1992,0.0,0.0,20th,0
0.6871970000000001,0,27281507,The Muppet Christmas Carol,Brian Henson,85,Comedy,1992,0.0,42396123.5797383,20th,27281507
0.686807,0,70611210,Stop! Or My Mom Will Shoot,Roger Spottiswoode,87,Action,1992,0.0,109731532.985874,20th,70611210
0.685325,45000000,178051587,Patriot Games,Phillip Noyce,117,Drama,1992,69931091.456503,276696484.766055,20th,133051587
0.682353,10000000,50752337,The Mighty Ducks,Stephen Herek,101,Comedy,1992,15540242.5458895,78870362.67507242,20th,40752337
0.67938,10000000,4160851,Twin Peaks: Fire Walk with Me,David Lynch,125,Drama,1992,15540242.5458895,6466063.37373071,20th,-5839149
0.675696,8000000,21706101,The Player,Robert Altman,124,Comedy,1992,12432194.0367116,33731807.4265575,20th,13706101
0.651726,5000000,12534961,Hellraiser III: Hell on Earth,Anthony Hickox,93,Horror,1992,7770121.27294478,19479633.4243266,20th,7534961
0.648937,34000000,48169908,Malcolm X,Spike Lee,202,Drama,1992,52836824.6560245,74857205.3733186,20th,14169908
0.640818,4000000,0,Orlando,Sally Potter,93,Romance,1992,6216097.01835582,0.0,20th,-4000000
0.640275,0,14715067,School Ties,Robert Mandel,106,Drama,1992,0.0,22867571.0259015,20th,14715067
0.633704,0,23278931,Toys,Barry Levinson,118,Fantasy,1992,0.0,36176023.39490271,20th,23278931
0.596775,0,25966555,Howards End,James Ivory,140,Drama,1992,0.0,40352656.2781181,20th,25966555
0.5669390000000001,40000000,75505856,The Last of the Mohicans,Michael Mann,112,Action,1992,62160970.1835582,117337931.587501,20th,35505856
0.5486479999999989,220000,2040920,El Mariachi,Robert Rodriguez,81,Action,1992,341885.33600957,3171639.18167569,20th,1820920
0.539261,11700000,88036683,The Hand that Rocks the Cradle,Curtis Hanson,110,Drama,1992,18182083.7786907,136811140.675559,20th,76336683
0.5297270000000001,5000000,1862805,Bitter Moon,Roman Polanski,139,Thriller,1992,7770121.27294478,2894844.15156958,20th,-3137195
0.524767,0,0,Freejack,Geoff Murphy,110,Science Fiction,1992,0.0,0.0,20th,0
0.5216689999999989,4000000,0,Baraka,Ron Fricke,96,Documentary,1992,6216097.01835582,0.0,20th,-4000000
0.518807,42000000,0,Hero,Stephen Frears,117,Drama,1992,65269018.6927361,0.0,20th,-42000000
0.499566,27000000,14683921,City of Joy,Roland JoffÃ©,132,Drama,1992,41958654.87390179,22819169.3864681,20th,-12316079
0.477457,0,7532911,Damage,Louis Malle,111,Drama,1992,0.0,11706326.4016599,20th,7532911
0.475272,0,28590665,Final Analysis,Phil Joanou,117,Drama,1992,0.0,44430586.8648275,20th,28590665
0.474174,0,128000000,Forever Young,Steve Miner,102,Adventure,1992,0.0,198915104.587386,20th,128000000
0.468679,0,21621000,Shining Through,David Seltzer,132,Drama,1992,0.0,33599558.4084678,20th,21621000
0.467233,40000000,107458785,A League of Their Own,Penny Marshall,128,Comedy,1992,62160970.1835582,166993558.258659,20th,67458785
0.460532,0,5101632,Of Mice and Men,Gary Sinise,110,Drama,1992,0.0,7928059.86598716,20th,5101632
0.451555,0,754935,Love Potion No. 9,Dale Launer,97,Comedy,1992,0.0,1173187.30063811,20th,754935
