popularity,budget,revenue,original_title,director,runtime,genres,release_year,budget_adj,revenue_adj
0.523187,8500000,0,The Tortured,Robert Lieberman,79,Horror,2010,8500000.0,0.0
0.518174,0,0,The Last Song,Julie Anne Robinson,107,Drama|Family|Romance,2010,0.0,0.0
0.516644,0,0,The Human Centipede 2 (Full Sequence),Tom Six,91,Drama|Horror|Crime,2010,0.0,0.0
0.514465,8000000,18124262,Another Year,Mike Leigh,129,Comedy|Drama,2010,8000000.0,18124262.0
0.514385,0,0,Barbie: A Fashion Fairytale,William Lau,79,Family|Animation,2010,0.0,0.0
0.513857,5000000,2614773,Everything Must Go,Dan Rush,97,Comedy|Drama|Romance,2010,5000000.0,2614773.0
0.513524,0,0,Sherlock Holmes,Rachel Goldenberg,89,Fantasy|Drama|Horror|Action|Thriller,2010,0.0,0.0
0.512957,20000000,54956140,The Crazies,Breck Eisner,101,Mystery|Horror|Action,2010,20000000.0,54956140.0
0.51097,0,0,Chatroom,Hideo Nakata,97,Drama|Thriller,2010,0.0,0.0
0.507471,0,0,The Client List,Eric Laneuville,88,Drama,2010,0.0,0.0
0.507092,10000,0,í¬í™” ì†ìœ¼ë¡œ,John H. Lee,120,War,2010,10000.0,0.0
0.4986350000000001,5000000,5129058,Rabbit Hole,John Cameron Mitchell,91,Drama,2010,5000000.0,5129058.0
0.49843,8000000,0,Somewhere,Sofia Coppola,98,Drama,2010,8000000.0,0.0
0.495162,20000000,39300000,Alpha and Omega,Anthony Bell|Ben Gluck,88,Family|Animation,2010,20000000.0,39300000.0
0.493121,22000000,0,You Will Meet a Tall Dark Stranger,Woody Allen,98,Comedy|Drama|Romance,2010,22000000.0,0.0
0.493069,0,0,You Don't Know Jack,Barry Levinson,134,Drama,2010,0.0,0.0
0.490141,0,0,Scooby-Doo! Curse of the Lake Monster,Brian Levant,79,Mystery|Fantasy|Comedy|Adventure,2010,0.0,0.0
0.484243,0,0,Open Season 3,Cody Cameron,75,Animation|Family|Comedy,2010,0.0,0.0
0.478118,0,430041,Dog Pound,Kim Chapiron,91,Drama,2010,0.0,430041.0
0.47421,0,0,16 Wishes,Peter DeLuise,90,Fantasy|Drama|Family,2010,0.0,0.0
0.473513,0,0,StarStruck,Michael Grossman,90,Comedy|Romance|TV Movie,2010,0.0,0.0
0.4705220000000001,0,0,Operation: Endgame,Fouad Mikati,82,Adventure|Action|Comedy|Thriller,2010,0.0,0.0
0.470249,80000000,201584141,Yogi Bear,Eric Brevig,80,Comedy|Family|Animation|Adventure,2010,80000000.0,201584141.0
0.460457,0,0,Flicka 2,Michael Damian,96,Adventure,2010,0.0,0.0
0.460154,0,0,Friendship!,Markus Goller,110,Comedy,2010,0.0,0.0
0.455662,5773100,18144030,StreetDance 3D,Max Giwa|Dania Pasquini,98,Drama,2010,5773100.0,18144030.0
0.449761,0,0,Scared Shrekless,Gary Trousdale|Raman Hui,21,Animation|Comedy,2010,0.0,0.0
0.448095,0,0,The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Craig Moss,82,Comedy,2010,0.0,0.0
0.44737,0,21520719,Just Wright,Sanaa Hamri,100,Comedy|Drama|Romance,2010,0.0,21520719.0
0.444944,3500000,0,Superman/Batman: Apocalypse,Lauren Montgomery,78,Animation|Action|Adventure,2010,3500000.0,0.0
0.443893,2500000,324138,Super,James Gunn,96,Comedy|Action|Drama,2010,2500000.0,324138.0
0.443807,20000000,346594,The Tempest,Julie Taymor,110,Fantasy|Drama,2010,20000000.0,346594.0
0.443437,0,0,PiÃ¨ce MontÃ©e,Denys Granier-Deferre,93,Comedy,2010,0.0,0.0
0.442823,5800000,0,Burning Palms,Christopher B. Landon,112,Comedy|Drama|Family,2010,5800000.0,0.0
0.442301,4466000,0,Sound of Noise,Johannes StjÃ¤rne Nilsson|Ola Simonsson,102,Comedy,2010,4466000.0,0.0
0.426522,0,0,Bloomington,Fernanda Cardoso,83,Drama|Romance,2010,0.0,0.0
0.4241970000000001,3100000,0,Womb,Benedek Fliegauf,111,Romance|Science Fiction,2010,3100000.0,0.0
0.423663,0,0,Donkey's Christmas Shrektacular,Walt Dohrn,8,Fantasy|Animation|Drama|Comedy|Science Fiction,2010,0.0,0.0
0.423512,1400000,0,My Girlfriend's Boyfriend,Daryn Tufts,84,Comedy|Romance,2010,1400000.0,0.0
0.422828,0,18000,Every Day,Richard Levine,93,Drama|Comedy|Romance,2010,0.0,18000.0
0.609668999999999,550000,0,Sintel,Colin Levy,14,Animation|Fantasy,2010,550000.0,0.0
0.417035,10000000,0,BloodRayne: The Third Reich,Uwe Boll,79,Action|Adventure|Fantasy|Horror,2010,10000000.0,0.0
0.416714,0,0,Firebreather,Peter Chung,90,Adventure|Fantasy|Animation|Action|Thriller,2010,0.0,0.0
0.410128,0,0,Going Postal,Jon Jones,182,Fantasy|Comedy|Science Fiction,2010,0.0,0.0
0.23283,0,0,Superman/Shazam!: The Return of Black Adam,Joaquim Dos Santos,22,Animation|Action,2010,0.0,0.0
0.407787,0,0,Titanic II,Shane Van Dyke,90,Action|Adventure|Thriller,2010,0.0,0.0
0.406941,15000000,20529194,Country Strong,Shana Feste,117,Drama|Romance,2010,15000000.0,20529194.0
0.401176,500000,0,YellowBrickRoad,Andy Mitton|Jesse Holland,99,Horror|Thriller,2010,500000.0,0.0
0.400305,0,0,Justice League: Crisis on Two Earths,Sam Liu|Lauren Montgomery,75,Action|Adventure|Animation,2010,0.0,0.0
0.397548,0,4790751,Exit Through the Gift Shop,Banksy,87,Documentary,2010,0.0,4790751.0
0.39567,0,850994,Mr. Nice,Bernard Rose,121,Crime|Drama|Comedy,2010,0.0,850994.0
0.393778,10000000,0,Kongen av BastÃ¸y,Marius Holst,120,Drama|Action,2010,10000000.0,0.0
0.393626,27000000,16504936,"Tomorrow, When the War Began",Stuart Beattie,103,Action|Adventure|Drama,2010,27000000.0,16504936.0
0.390858,0,0,Sint,Dick Maas,85,Horror|Comedy,2010,0.0,0.0
0.389123,0,0,Into the Universe with Stephen Hawking,Iain Riddick|Martin Williams|Nathan Williams,86,Documentary,2010,0.0,0.0
0.385532,0,0,GÃ´ruden suranbÃ¢,Yoshihiro Nakamura,139,Action|Comedy|Drama|Mystery|Thriller,2010,0.0,0.0
0.385303,0,0,And Soon the Darkness,Marcos Efron,91,Horror|Thriller|Crime|Mystery,2010,0.0,0.0
0.379104,0,0,Lottery Ticket,Erik White,99,Comedy,2010,0.0,0.0
0.08289400000000001,0,0,The Pillars of the Earth,Sergio Mimica-Gezzan,421,Drama|History|Romance,2010,0.0,0.0
0.375979,31000000,15134293,Extraordinary Measures,Tom Vaughan,105,Drama,2010,31000000.0,15134293.0
0.374797,0,0,Family Guy Presents: It's a Trap!,Peter Shin,56,Animation|Fantasy|Comedy|Science Fiction,2010,0.0,0.0
0.368927,10000000,33583175,Devil,John Erick Dowdle,80,Horror|Mystery|Thriller,2010,10000000.0,33583175.0
0.368374,0,539957,Kaboom,Gregg Araki,86,Science Fiction|Comedy|Mystery,2010,0.0,539957.0
0.364652,0,42145,Welcome to the Rileys,Jake Scott,110,Drama,2010,0.0,42145.0
0.361861,0,0,Boy Wonder,Michael Morrissey,93,Action|Crime|Drama|Thriller,2010,0.0,0.0
0.359688,15000000,0,HÃ¦vnen,Susanne Bier,119,Drama,2010,15000000.0,0.0
0.359543,0,0,Sundays at Tiffany's,Mark Piznarski,88,Drama|Romance,2010,0.0,0.0
0.356462,0,0,Day & Night,Teddy Newton,6,Animation|Adventure|Comedy|Family|Fantasy,2010,0.0,0.0
0.348945,7000000,0,Cyrus,Jay Duplass|Mark Duplass,91,Comedy|Drama|Romance,2010,7000000.0,0.0
0.346981,8000000,0,Smokin' Aces 2: Assassins' Ball,P.J. Pesce,86,Action|Comedy|Crime|Thriller,2010,8000000.0,0.0
0.346631,0,0,Daydream Nation,Michael Goldbach,98,Drama|Romance,2010,0.0,0.0
0.345663,0,0,Atrocious,Fernando Barreda Luna,75,Horror|Thriller,2010,0.0,0.0
0.189991,0,0,The Bunny Game,Adam Rehmeier,76,Horror,2010,0.0,0.0
0.34123000000000003,0,0,Inception: The Cobol Job,Ian Kirby,15,Animation|Action|Thriller|Science Fiction,2010,0.0,0.0
0.340855,0,338987,Happy People: A Year in the Taiga,Werner Herzog|Dmitry Vasyukov,94,Documentary,2010,0.0,338987.0
0.312595,14000000,21409028,Our Family Wedding,Rick Famuyiwa,103,Comedy,2010,14000000.0,21409028.0
0.146543,0,0,ì˜í˜•ì œ,Jang Hoon,116,Drama|Thriller|Foreign,2010,0.0,0.0
0.335013,0,0,"Ultramarines: A Warhammer 40,000 Movie",Martyn Pick,76,Animation|Science Fiction,2010,0.0,0.0
0.334115,104002432,0,Double Wedding,Craig Pryce,87,Comedy|Drama|Romance,2010,104002432.0,0.0
0.332904,100000,1000000,Halo Legends,Shinji Aramaki|Hideki Futamura,93,Action|Animation|Science Fiction,2010,100000.0,1000000.0
0.331978,0,0,Free Willy: Escape From Pirate's Cove,Will Geiger,75,Action|Adventure|Drama|Family,2010,0.0,0.0
0.328667,30000000,8454301,Barney's Version,Richard J. Lewis,134,Comedy|Drama,2010,30000000.0,8454301.0
0.32716,0,693181,Frankie & Alice,Geoffrey Sax,101,Drama|Thriller,2010,0.0,693181.0
0.255051,0,0,The People vs. George Lucas,Alexandre O. Philippe,93,Documentary,2010,0.0,0.0
0.3261,80000000,74901339,Edge of Darkness,Martin Campbell,117,Crime|Drama|Mystery|Thriller,2010,80000000.0,74901339.0
0.321863,0,0,Altitude,Kaare Andrews,90,Horror|Action|Thriller|Science Fiction,2010,0.0,0.0
0.321694,0,0,The Reef,Andrew Traucki,94,Drama|Horror|Thriller,2010,0.0,0.0
0.326168,0,0,The Clinic,James Rabbitts,94,Mystery|Horror|Thriller|Crime,2010,0.0,0.0
0.319013,0,0,En ganske snill mann,Hans Petter Moland,103,Comedy|Crime|Drama,2010,0.0,0.0
0.318587,4600000,1163967,4.3.2.1,Noel Clarke|Mark Davis,117,Action|Thriller|Crime|Romance,2010,4600000.0,1163967.0
0.315527,4000000,55125,Dirty Girl,Abe Sylvia,90,Drama|Comedy,2010,4000000.0,55125.0
0.312322,0,0,The Tree,Julie Bertuccelli,100,Drama,2010,0.0,0.0
0.309807,2000000,0,Bereavement,Stevan Mena,103,Crime|Horror|Mystery,2010,2000000.0,0.0
0.308417,0,0,Minions: Orientation Day,Kyle Balda|Samuel Tourneux,4,Animation|Comedy|Family,2010,0.0,0.0
0.30735100000000004,0,0,The Chosen One,Rob Schneider,101,Comedy,2010,0.0,0.0
0.346071,30000,3045943,Catfish,Henry Joost|Ariel Schulman,87,Documentary,2010,30000.0,3045943.0
0.302377,35000000,39340177,Furry Vengeance,Roger Kumble,92,Comedy,2010,35000000.0,39340177.0
0.301054,12500000,1083683,Casino Jack,George Hickenlooper,108,Crime|Comedy|Drama,2010,12500000.0,1083683.0
0.300283,0,0,Kites,Anurag Basu,131,Drama|Action|Romance,2010,0.0,0.0
0.297737,2500000,0,Quantum Apocalypse,Justin Jones,93,TV Movie|Science Fiction,2010,2500000.0,0.0
0.29666,2500000,52604,Hatchet II,Adam Green,89,Horror|Comedy|Thriller,2010,2500000.0,52604.0
0.287095,0,0,The First Grader,Justin Chadwick,103,Romance|Drama,2010,0.0,0.0
0.7570819999999989,120000000,0,The Pacific,Jeremy Podeswa|Tim Van Patten|David Nutter|Graham Yost|Carl Franklin|Tony To,540,War|Drama|Action|Adventure|History,2010,120000000.0,0.0
0.289545,0,0,Chun sing gai bei,Benny Chan,110,Action|Thriller|Science Fiction|Foreign,2010,0.0,0.0
0.28946900000000003,2500000,0,Lake Placid 3,G.E. Furst,93,Horror|Action|Science Fiction|Thriller,2010,2500000.0,0.0
0.289022,0,0,The Myth of the American Sleepover,David Robert Mitchell,93,Romance|Comedy|Drama,2010,0.0,0.0
0.286433,0,0,Harriet the Spy: Blog Wars,Ron Oliver,90,Comedy|Drama|Family|TV Movie,2010,0.0,0.0
0.285687,0,0,Brotherhood,Will Canon,79,Drama|Action|Thriller,2010,0.0,0.0
0.283241,20000000,4634062,Dylan Dog: Dead of Night,Kevin Munroe,107,Action|Comedy|Horror|Mystery|Science Fiction,2010,20000000.0,4634062.0
0.279938,0,0,Ben Hur,Steve Shill,184,Family|History|Action|Drama,2010,0.0,0.0
0.278689,0,0,Road Train,Dean Francis,90,Horror|Thriller|Science Fiction,2010,0.0,0.0
0.278268,0,0,Lying to Be Perfect,Gary Harvey,89,Comedy,2010,0.0,0.0
0.276859,0,0,Third Star,Hattie Dalton,92,Drama,2010,0.0,0.0
0.494214,500000,0,Milf,Scott Wheeler,88,Comedy,2010,500000.0,0.0
0.275607,30000,617000,Howl,Rob Epstein|Jeffrey Friedman,84,Drama,2010,30000.0,617000.0
0.27519,3000000,103735,Freakonomics,Alex Gibney|Rachel Grady|Heidi Ewing|Seth Gordon|Eugene Jarecki|Morgan Spurlock,93,Documentary,2010,3000000.0,103735.0
0.271442,65000,0,Tiny Furniture,Lena Dunham,99,Comedy,2010,65000.0,0.0
0.271381,12500000,3878993,The Perfect Game,William Dear,118,Drama|Family,2010,12500000.0,3878993.0
0.269283,0,215576,Happythankyoumoreplease,Josh Radnor,100,Comedy|Romance,2010,0.0,215576.0
0.26795,0,0,Scrat's Continental Crack-Up,Steve Martino|Mike Thurmeier,3,Animation,2010,0.0,0.0
0.265649,2500000,0,The Prince & Me 4: The Elephant Adventure,Catherine Cyran,90,Comedy|Romance,2010,2500000.0,0.0
0.284327,0,0,Jesse Stone: No Remorse,Robert Harmon,87,Drama|Thriller|Crime|Mystery,2010,0.0,0.0
0.260669,2500000,0,Dead Space: Aftermath,Mike Disa,85,Animation|Horror|Science Fiction,2010,2500000.0,0.0
0.259649,0,0,Prowl,Patrik Syversen,81,Horror|Thriller,2010,0.0,0.0
0.2596,650000,33245,Stake Land,Jim Mickle,98,Drama|Horror|Action|Thriller|Science Fiction,2010,650000.0,33245.0
0.257311,0,0,DC Showcase: Jonah Hex,Joaquim Dos Santos,12,Animation|Action|Western,2010,0.0,0.0
0.256392,13000000,0,Super Hybrid,Eric Valette,95,Horror,2010,13000000.0,0.0
0.247732,0,0,Bill Burr: Let It Go,Shannon Hartman,65,Comedy,2010,0.0,0.0
0.162356,0,0,Red White & Blue,Simon Rumley,102,Drama|Thriller,2010,0.0,0.0
0.252021,0,0,Pregnancy Pact,Rosemary Rodriguez,87,Drama,2010,0.0,0.0
0.187905,0,1422910,Restrepo,Tim Hetherington|Sebastian Junger,93,Documentary|War,2010,0.0,1422910.0
0.25054,425000000,11087569,The Warrior's Way,Sngmoo Lee,100,Adventure|Fantasy|Action|Western|Thriller,2010,425000000.0,11087569.0
0.377897,0,0,Hubble 3D,Toni Myers,44,Documentary,2010,0.0,0.0
0.246578,10000000,4349187,Burke & Hare,John Landis,91,Comedy|Thriller,2010,10000000.0,4349187.0
0.245627,0,0,Abandoned,Michael Feifer,93,Drama|Mystery|Thriller,2010,0.0,0.0
0.245438,0,63931,Beautiful Boy,Shawn Ku,100,Drama,2010,0.0,63931.0
0.244947,0,0,Scooby-Doo! Abracadabra-Doo,Spike Brandt,75,Animation|Comedy|Family|Mystery,2010,0.0,0.0
0.2448,0,0,Space Chimps 2: Zartog Strikes Back,John H. Williams,76,Animation|Family,2010,0.0,0.0
0.243848,4400000,0,Lost Boys: The Thirst,Darlo Piana,81,Action|Adventure|Comedy,2010,4400000.0,0.0
0.559371,0,10,Elektra Luxx,Sebastian Gutierrez,98,Action|Comedy|Drama,2010,0.0,10.0
0.241802,0,0,The Traveler,Michael Oblowitz,96,Horror|Thriller,2010,0.0,0.0
0.241541,10000000,55089,Inhale,Baltasar KormÃ¡kur,100,Drama|Action|Thriller,2010,10000000.0,55089.0
0.24040300000000006,967686,4270000,Four Lions,Chris Morris,101,Comedy|Crime|Drama,2010,967686.0,4270000.0
0.237797,0,0,Les 7 jours du talion,Daniel Grou,105,Drama|Horror|Thriller,2010,0.0,0.0
0.280412,7347125,0,Beneath Hill 60,Jeremy Sims,122,Drama|History|War,2010,7347125.0,0.0
0.234574,0,0,2010: Moby Dick,Trey Stokes,87,Action|Adventure|Drama|Horror|Science Fiction,2010,0.0,0.0
0.408233,0,0,Brighton Rock,Rowan Joffe,111,Drama|Thriller|Crime,2010,0.0,0.0
0.230821,0,0,X,Jon Hewitt,90,Action|Thriller|Romance,2010,0.0,0.0
0.229124,0,0,Exorcismus,Manuel Carballo,98,Foreign|Horror|Thriller,2010,0.0,0.0
0.228405,0,0,Cemetery Junction,Ricky Gervais|Stephen Merchant,95,Drama|Comedy,2010,0.0,0.0
0.228045,0,0,Aziz Ansari: Intimate Moments for a Sensual Evening,Jason Woliner,56,Comedy,2010,0.0,0.0
0.227437,0,0,Gekijouban Trigun: Badlands Rumble,Satoshi Nishimura,95,Action|Comedy|Animation,2010,0.0,0.0
0.227258,0,178174,Winnebago Man,Ben Steinbauer,85,Comedy|Documentary,2010,0.0,178174.0
0.339125,0,0,ExTerminators,John Inwood,92,Comedy|Drama,2010,0.0,0.0
0.224505,0,0,NEDs,Peter Mullan,124,Drama,2010,0.0,0.0
0.224171,0,0,Les MisÃ©rables in Concert - The 25th Anniversary,Nick Morris,178,History|Music,2010,0.0,0.0
0.222293,0,0,Life Cycles,Derek Frankowski,47,Documentary,2010,0.0,0.0
0.222257,0,0,"Montevideo, Bog te video!",Dragan BjelogrliÄ‡,140,Adventure|Drama|History|Romance,2010,0.0,0.0
0.219619,2000000,0,The Four-Faced Liar,Jacob Chase,87,Comedy|Drama|Romance,2010,2000000.0,0.0
0.218552,0,0,I'm Still Here,Casey Affleck,107,Music|Comedy|Drama,2010,0.0,0.0
0.218279,0,1279,An Invisible Sign,Marilyn Agrelo,96,Family|Drama|Romance|Comedy,2010,0.0,1279.0
0.216759,0,0,Father of Invention,Trent Cooper,93,Comedy|Drama,2010,0.0,0.0
0.21650300000000006,1500000,187716,Waste Land,Lucy Walker,90,Documentary|Foreign,2010,1500000.0,187716.0
0.216339,0,0,WikiRebels: The Documentary,Bosse Lindquist,58,Documentary,2010,0.0,0.0
0.214381,7000000,453079,The Extra Man,Shari Springer Berman|Robert Pulcini,108,Comedy,2010,7000000.0,453079.0
0.213623,0,0,Cheerleader Camp,Mark Quod,95,Comedy|Drama,2010,0.0,0.0
0.212376,0,0,The Final,Joey Stewart,93,Drama|Horror|Thriller,2010,0.0,0.0
0.211508,0,0,Mega Shark vs. Crocosaurus,Christopher Ray,90,Action|Horror|Science Fiction,2010,0.0,0.0
0.201591,0,0,Submarino,Thomas Vinterberg,105,Drama|Foreign,2010,0.0,0.0
0.210425,0,0,Riverworld,Stuart Gillard,178,Drama|Science Fiction|Thriller,2010,0.0,0.0
0.385851,4500000,123820,The Romantics,Galt Niederhoffer,95,Comedy|Drama|Romance,2010,4500000.0,123820.0
0.210231,2000000,0,Nine Dead,Chris Shadley,98,Crime|Drama|Horror|Thriller,2010,2000000.0,0.0
0.208862,0,0,Wonders of the Solar System,Michael Lachmann|Paul Olding,60,Documentary,2010,0.0,0.0
0.241085,0,0,Robot Chicken: Star Wars Episode III,Chris McKay,45,Comedy|Science Fiction,2010,0.0,0.0
0.20523,0,0,Repeaters,Carl Bessai,89,Science Fiction|Thriller|Drama,2010,0.0,0.0
0.204591,0,0,Captifs,Yann Gozlan,84,Horror|Thriller,2010,0.0,0.0
0.201727,5000000,0,Arctic Blast,Brian Trenchard-Smith,92,Science Fiction,2010,5000000.0,0.0
0.200531,0,0,Scooby-Doo! Camp Scare,Ethan Spaulding,72,Animation|Comedy|Family,2010,0.0,0.0
0.200241,2300000,0,Hunt to Kill,Keoni Waxman,98,Action|Adventure|Thriller,2010,2300000.0,0.0
0.286429,0,0,Bal,Semih KaplanoÄŸlu,103,Drama,2010,0.0,0.0
0.196975,0,37000000,For Colored Girls,Tyler Perry,134,Drama,2010,0.0,37000000.0
0.196856,0,0,The Cutting Edge: Fire & Ice,Stephen Herek,90,Drama|Romance,2010,0.0,0.0
0.195641,0,0,Territories,Olivier Abbou,95,Thriller|Horror,2010,0.0,0.0
0.194905,0,0,Slow Torture Puke Chamber,Lucifer Valentine,75,Horror,2010,0.0,0.0
0.187445,0,0,Oranges and Sunshine,Jim Loach,100,Drama,2010,0.0,0.0
0.184116,0,0,Waiting for 'Superman',Davis Guggenheim,102,Documentary,2010,0.0,0.0
0.182077,0,951179,The Trip,Michael Winterbottom,107,Comedy|Drama,2010,0.0,951179.0
0.21730500000000005,0,0,The Presence,Tom Provost,83,Drama|Horror|Thriller,2010,0.0,0.0
0.181532,7000000,3218666,Balada triste de trompeta,Ãlex de la Iglesia,101,Drama|Action|Thriller|Foreign,2010,7000000.0,3218666.0
0.180345,0,0,Comme les 5 doigts de la main,Alexandre Arcady,117,Crime,2010,0.0,0.0
0.178957,0,0,The Shrine,Jon Knautz,85,Horror,2010,0.0,0.0
0.17845,0,0,Zwart Water,Elbert van Strien,112,Horror,2010,0.0,0.0
0.260805,1300000,0,F,Johannes Roberts,79,Horror|Thriller,2010,1300000.0,0.0
0.1776,0,0,Primal,Josh Reed,80,Horror|Thriller|Foreign,2010,0.0,0.0
0.175586,0,0,Elena Undone,Nicole Conn,111,Drama|Romance,2010,0.0,0.0
0.175217,0,0,Temple Grandin,Mick Jackson,108,Drama,2010,0.0,0.0
0.174224,0,10967,Peep World,Barry W. Blaustein,79,Comedy,2010,0.0,10967.0
0.173474,0,0,Sharktopus,Declan O'Brien,89,Horror|Comedy|Science Fiction|Thriller,2010,0.0,0.0
0.172275,0,0,Tick Tock Tale,Dean Wellins,6,Animation,2010,0.0,0.0
0.171948,12000000,0,Five Minarets in New York,Mahsun KÄ±rmÄ±zÄ±gÃ¼l,119,Drama,2010,12000000.0,0.0
0.170851,0,0,è‰‹èˆº,Doze Niu Cheng-Tse,140,Thriller,2010,0.0,0.0
0.170821,0,876302,Meek's Cutoff,Kelly Reichardt,104,Drama|Western,2010,0.0,876302.0
0.168177,0,22270,Ceremony,Max Winkler,89,Comedy|Romance,2010,0.0,22270.0
0.167587,0,0,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,Puttipong Pormsaka Na-Sakonnakorn|Wasin Pokpong,118,Comedy|Romance,2010,0.0,0.0
0.167247,0,0,Shank,Mo Ali,90,Action|Drama|Thriller,2010,0.0,0.0
0.160701,0,0,Astral City: A Spiritual Journey,Wagner de Assis,109,Drama,2010,0.0,0.0
0.526537,7200000,0,Made in Dagenham,Nigel Cole,113,Comedy|Drama|History,2010,7200000.0,0.0
0.15835,0,0,The Dead,Howard J. Ford|Jonathan Ford,105,Horror|Action|Thriller|Science Fiction,2010,0.0,0.0
0.157333,0,0,Mega Piranha,Eric Forsberg,92,Action|Adventure|Horror|Science Fiction,2010,0.0,0.0
0.1553,0,0,Prep & Landing Stocking Stuffer: Operation: Secret Santa,Kevin Deters|Stevie Wermers,7,Animation|Family,2010,0.0,0.0
0.12869,0,0,Twelve,Joel Schumacher,93,Thriller|Drama|Action|Crime,2010,0.0,0.0
0.155084,0,0,Mortal Kombat: Rebirth,Kevin Tancharoen,8,Action,2010,0.0,0.0
0.155075,0,0,Dante's Inferno: An Animated Epic,ShukÅ Murase|Mike Disa|Victor Cook|Kim Sang-Jin|Jong-Sik Nam|Lee Seung-Gyu|Shuko Murase,84,Action|Adventure|Animation|Fantasy|Horror,2010,0.0,0.0
0.150784,0,0,DMT: The Spirit Molecule,Mitch Schultz,75,Documentary,2010,0.0,0.0
0.150336,0,0,Chain Letter,Deon Taylor,96,Horror|Thriller,2010,0.0,0.0
0.14844200000000002,3167000,0,Essential Killing,Jerzy Skolimowski,84,Thriller|War,2010,3167000.0,0.0
0.147222,0,0,Is It Just Me?,J.C. Calciano,90,Drama|Comedy|Romance,2010,0.0,0.0
0.145026,0,0,Rush: Beyond the Lighted Stage,Sam Dunn|Scot McFadyen,107,Documentary|Music,2010,0.0,0.0
0.14489200000000002,0,14870,The Perfect Host,Nick Tomnay,93,Comedy|Thriller|Crime,2010,0.0,14870.0
0.141985,0,0,Triple Dog,Pascal Franchot ,92,Drama|Thriller,2010,0.0,0.0
0.140371,0,0,Legendary,Mel Damski,107,Drama,2010,0.0,0.0
0.140251,20000000,60072596,Why Did I Get Married Too?,Tyler Perry,121,Comedy|Romance,2010,20000000.0,60072596.0
0.25260900000000003,0,0,The Boy Who Cried Werewolf,Eric Bross,97,Family|Fantasy|Horror|TV Movie,2010,0.0,0.0
0.010185,0,0,180Â° South,Chris Malloy,86,Comedy|Documentary|Drama,2010,0.0,0.0
0.136215,0,0,The Frankenstein Syndrome,Sean Tretta,88,Horror|Science Fiction,2010,0.0,0.0
0.132502,0,0,Toast,S.J. Clarkson,90,Drama|Comedy|History|Family,2010,0.0,0.0
0.131526,60000000,296221663,Resident Evil: Afterlife,Paul W.S. Anderson,97,Action|Adventure|Horror|Science Fiction,2010,60000000.0,296221663.0
0.131328,300000,0,Growth,Gabriel Cowan,90,Horror|Science Fiction|Thriller,2010,300000.0,0.0
0.13001600000000002,0,0,ProtÃ©ger et servir,Eric Lavaine,90,Comedy,2010,0.0,0.0
0.129442,0,0,Revenge of the Bridesmaids,James Hayman,87,Comedy|Romance,2010,0.0,0.0
0.126182,0,0,High School,John Stalberg,99,Comedy,2010,0.0,0.0
0.191889,1100000,0,Beyond the Black Rainbow,Panos Cosmatos,110,Fantasy|Science Fiction|Horror,2010,1100000.0,0.0
0.123158,0,0,American Grindhouse,Elijah Drenner,80,Documentary|History,2010,0.0,0.0
0.120636,0,0,Peacock,Michael Lander,90,Mystery|Thriller,2010,0.0,0.0
0.205329,0,0,BÃ©bÃ©s,Thomas BalmÃ¨s,79,Documentary,2010,0.0,0.0
0.067885,0,0,A Little Help,Michael J. Weithorn,109,Comedy|Drama|Romance,2010,0.0,0.0
0.107729,0,0,Letters to God,David Nixon|Patrick Doughtie,110,Action|Drama|Family|Thriller,2010,0.0,0.0
0.107503,0,0,Alien vs. Ninja,Seiji Chiba,81,Horror|Action|Thriller|Science Fiction,2010,0.0,0.0
0.30892800000000004,0,0,Cosa voglio di piÃ¹,Silvio Soldini,121,Drama|Romance|Foreign|Comedy,2010,0.0,0.0
0.137397,2400000,0,Devil's Playground,Mark McQueen,93,Horror|Action,2010,2400000.0,0.0
0.104635,0,0,Chico & Rita,Tono Errando|Javier Mariscal|Fernando Trueba,94,Animation|Music|Romance,2010,0.0,0.0
0.180217,0,0,Parked,Darragh Byrne,94,Drama,2010,0.0,0.0
0.276322,10000000,1068682,Vanishing on 7th Street,Brad Anderson,92,Drama|Horror|Thriller,2010,10000000.0,1068682.0
0.097594,0,0,Te presento a Laura,Fez Ortega,98,Romance|Comedy|Drama,2010,0.0,0.0
0.095018,0,0,Li Xiao Long,Manfred Wong|Raymond Yip Wai-Man,129,Drama,2010,0.0,0.0
0.021645,0,0,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,Saratswadee Wongsomphet,107,Comedy|Romance,2010,0.0,0.0
0.267278,3000000,0,The Rig,Peter Atencio,90,Action|Horror|Science Fiction|Thriller,2010,3000000.0,0.0
0.111048,0,0,All About Evil,Joshua Grannell,98,Horror,2010,0.0,0.0
0.25427,0,0,Holy Rollers,Kevin Asch,89,Crime|Drama|Thriller,2010,0.0,0.0
0.090543,0,427628,Break Ke Baad,Danish Aslam,120,Drama|Comedy|Romance|Foreign,2010,0.0,427628.0
0.087585,0,0,Gasland,Josh Fox,107,Documentary,2010,0.0,0.0
